listing_no,postcode,price_chf,description,canton,long_title,seller,price_with_utilities,object,category,rooms,space_sqm,characteristics,availability,last_change,listing_number,available_as_of
1083,4900,1240,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Besichtigen - Einziehen - Wohlfühlen,NA,1240,Wohnung,Wohnung,3,67,NA,NA,2023-04-28,47999340,NA
1084,4900,1606,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Zentrale Familienbleibe gesucht? - befristet bis 30.09.2023,NA,1606,Wohnung,Wohnung,4.5,100,NA,NA,2023-04-26,47999339,NA
1085,2504,1420,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ihre Wohnung - Ihr Paradies,NA,1420,Wohnung,Wohnung,3.5,67,NA,NA,2023-04-26,47999336,NA
1086,2503,1490,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ihre neue Wohlfühloase,NA,1490,Wohnung,Attikawohnung,2.5,74,NA,NA,2023-04-26,47999335,NA
1087,2500,1360,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Besichtigen - Einziehen - Wohlfühlen,NA,1360,Wohnung,Wohnung,3.5,80,NA,NA,2023-04-26,47999332,NA
1088,3363,1750,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Wir suchen genau Sie,NA,1750,Wohnung,Wohnung,4.5,99,NA,NA,2023-04-28,47999326,NA
1089,2557,1390,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ihre Wohnung - Ihr Paradies,NA,1390,Wohnung,Wohnung,3.5,76,NA,NA,2023-04-26,47999325,NA
1090,4900,1510,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Schön Wohnen und zwei Monate sparen?,NA,1510,Wohnung,Wohnung,4.5,100,NA,NA,2023-04-26,47999324,NA
1091,4900,1275,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Best in Town! - befristet bis 30.09.2023,NA,1275,Wohnung,Wohnung,3.5,73,NA,NA,2023-04-26,47999323,NA
1092,2504,1230,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Familien-Wohnglück - DAS Angebot für SIE,NA,1230,Wohnung,Wohnung,4.5,76,NA,NA,2023-04-26,47999319,NA
1093,4900,1420,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Wohntraum für die ganze Familie - Spezialangebot,NA,1420,Wohnung,Wohnung,4.5,93,NA,NA,2023-04-26,47999318,NA
1094,3380,1100,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Wohnen in der Nähe des Naherholungsgebiets - zwei Nettomietz,NA,1100,Wohnung,Wohnung,3.5,61,NA,NA,2023-04-26,47999317,NA
1095,4900,1100,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ruhiges Wohnen mit grossem Balkon - Spezialangebot,NA,1100,Wohnung,Wohnung,3.5,73,NA,NA,2023-04-26,47999316,NA
1096,4932,2240,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ein glücklicher Wohnungsstart,NA,2240,Wohnung,Wohnung,4.5,144,NA,NA,2023-04-27,47999313,NA
1097,2503,1900,"Wir vermieten per sofort oder nach Vereinbarung eine wunderschöne, moderne 3.5-Zimmer-Attikawohnung im 2. Obergeschoss, die Ihren Erwartungen gerecht wird.",Bern,Wunderschöne Attikawohnung zu vermieten,NA,1900,Wohnung,Wohnung,3.5,106,NA,NA,2023-04-26,47999302,NA
1098,4912,2180,Wir vermieten per sofort oder nach Vereinbarung eine 5.5 Zimmer-Wohnung am Wassermattweg in Neuenegg. Die Wohnung bieten Ihnen folgende Vorzüge:,Bern,Viel Raum für Ihren Traum!,NA,2180,Wohnung,Wohnung,5.5,116,NA,NA,2023-04-26,47999301,NA
1099,3176,1645,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Heimelige 4-Zimmer-Dachwohnung,NA,1645,Wohnung,Wohnung,4,80,NA,NA,2023-04-26,47999280,NA
1100,3714,1180,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"3-Zimmer-Wohnung, sonnige und ruhige Lage",NA,1180,Wohnung,Wohnung,3,61,NA,NA,2023-04-26,47999279,NA
1101,3294,1130,"Das Mehrfamilienhaus befindet sich an ruhiger, sonniger Lage, wenige Gehminuten von der Schule, Bahnhof und Altstandt entfernt.",Bern,Hier ist die Welt noch in Ordnung,NA,1130,Wohnung,Wohnung,3,NA,NA,NA,2023-04-26,47999214,NA
1102,3294,1425,"Wer das Wohnen mitten in der Altstadt schätzt, findet hier ein Schmuckstück.",Bern,renovierte Altstadtwohnung mit viel Charme und Balkon,NA,1425,Wohnung,Wohnung,2.5,95,NA,NA,2023-04-26,47999209,NA
1103,3270,2300,"Im charmanten 2512 Tüscherz - Alfermée, in geschichtsträchtigem Haus, vermieten wir eine zeitgemäss renovierte Altbauwohnung im ersten Stock mit Sicht auf den Bielersee und die Berge. Bad mit Dusche und Wanne, seperatem WC, grosszügige Wohnküche und Patio. ( Estrich vorhanden). Eigene Waschmaschiene & Tumbler. Gartenanteil im Rebhang. Parkplätze oder die Anbindung an den öffentlichen Verkehr ist gewährleistet. Lauschige Plätzchen am See sind in Fussdistanz zu erreichen.",Bern,Wohnen mit Sicht auf Bielersee,NA,2300,Wohnung,Wohnung,4,140,NA,NA,2023-04-26,47999153,NA
1104,2512,800,Zu Vermieten ab sofort o.n.V. : Geräumige und helle 1- Zimmerwohnung in Wiedlisbach.,Bern,Geräumige 1-Zimmer Dachwohnung,NA,800,Wohnung,Wohnung,1,45,NA,NA,2023-04-26,47999134,NA
1105,4537,2330,"Gediegene Dachwohnung in Aarberg mit Aussicht auf die Jurakette.  Am Stadtplatz 56 vermieten wir per sofort oder nach Vereinbarung eine neu eingebaute 3.5 (4.5) -Zimmerwohnung mit Galerie (Total 135m2)",Bern,Gediegene 3.5 (4.5) -Zimmerwohnung mit Galerie (Total 135m2),NA,2330,Wohnung,Wohnung,3.5,135,NA,NA,2023-04-26,47999132,NA
1106,3270,1290,Wir vermieten an zentraler Lage in Aarwangen eine sonnige 4 1/2 Zi-Wohnung im 3. Stock eines Mehrfamilienhauses,Bern,4 1/2 Zimmer Wohnung 3. OG,NA,1290,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-26,47999021,NA
1107,4912,2650,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,4.5 Zimmer-Wohnung im Weltpostpark,NA,2650,Wohnung,Wohnung,4.5,100,NA,NA,2023-04-26,47999012,NA
1108,3015,2490,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Ihre neue Wohnung?,NA,2490,Wohnung,Wohnung,4.5,97,NA,NA,2023-04-26,47999011,NA
1109,3015,2670,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,4.5 Zimmer-Wohnung im Weltpostpark,NA,2670,Wohnung,Wohnung,4.5,100,NA,NA,2023-04-26,47999010,NA
1110,3015,2950,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Neue 4.5 Zimmer-Wohnung im Ostring,NA,2950,Wohnung,Wohnung,4.5,105,NA,NA,2023-04-26,47999008,NA
1111,3015,1620,Wir vermieten per 1. August 2023 eine helle 3-Zimmerwohnung in Köniz.,Bern,3-Zimmerwohnung an guter Lage,NA,1620,Wohnung,Wohnung,3,NA,NA,NA,2023-04-28,47998950,NA
1112,3098,1310,Wir vermieten per 01. Juli 2023 eine schöne 3-Zimmerwohnung am Obereyfeldweg in Ittigen.,Bern,"schöne, helle 3-Zimmerwohnung in Ittigen",NA,1310,Wohnung,Wohnung,3,NA,NA,NA,2023-04-29,47998948,NA
1113,3063,1700,Wir vermieten per 1. Juni 2023 eine 5-Zimmerwohnung an der Meienstrasse 2 in Zollikofen.,Bern,5-Zimmerwohnung an ruhiger Lage in Zollikofen,NA,1700,Wohnung,Wohnung,5,NA,NA,NA,2023-04-26,47998946,NA
1114,3052,1235,Wir vermieten per 16. Juli 2023 oder nach Vereinbarung eine 2-Zimmerwohnung an der Bernastrasse 58 in Bern.,Bern,NA,NA,1235,Wohnung,Wohnung,NA,NA,NA,NA,2023-04-26,47998944,NA
1115,3005,1440,NA,Bern,Wohnung mit Gartensitzplatz,NA,1440,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-26,47998936,NA
1116,3421,735,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Zentrales Wohnen in Biel,NA,735,Wohnung,Wohnung,1,38,NA,NA,2023-04-26,47998865,NA
1117,2504,2280,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,A111- 4.5-Zimmer-Wohnung 1. OG NW,NA,2280,Wohnung,Wohnung,4.5,112,NA,NA,2023-04-26,47998802,NA
1118,3067,1660,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,B213- 2.5-Zimmer-Wohnung S,NA,1660,Wohnung,Wohnung,2.5,68,NA,NA,2023-04-26,47998801,NA
1119,3067,1600,Am Dorfmattweg 17A vermieten wir ab sofort eine 3 1/2-Zimmerwohnung im 1. Stock in einem gepflegten 9-Familienhaus.,Bern,Moderne 3 1/2-Zimmerwohnung an optimaler Lage in Münsingen,NA,1600,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-26,47998800,NA
1120,3110,1320,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,schöne 3.5-Zimmerwohnung mit Balkon,NA,1320,Wohnung,Wohnung,3.5,74,NA,NA,2023-04-26,47998773,NA
1121,4900,1000,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,schöne 2-Zimmerwohnung im 2. OG,NA,1000,Wohnung,Wohnung,2,35,NA,NA,2023-04-26,47998772,NA
1122,3604,2280,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 4 ZI-WOHNUNG IN BERN",NA,2280,Wohnung,Wohnung,4,110,NA,NA,2023-04-26,47998766,NA
1123,3006,1300,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 2½ ZIMMER-DACHWOHNUNG IN URTENEN-SCHÖNBÜ",NA,1300,Wohnung,Wohnung,2.5,60,NA,NA,2023-04-29,47998760,NA
1124,3322,1560,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN OSTERMUNDIGEN (BE)",NA,1560,Wohnung,Wohnung,3.5,82,NA,NA,2023-04-26,47998759,NA
1125,3072,1250,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN STEFFISBURG (BE)",NA,1250,Wohnung,Wohnung,2.5,65,NA,NA,2023-04-26,47998758,NA
1126,3612,3600,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 4½ ZI-WOHNUNG IN BERN",NA,3600,Wohnung,Wohnung,4.5,110,NA,NA,2023-04-26,47998757,NA
1127,3012,2220,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 4½ ZIMMER-HAUS IN SCHLIERN B. KÖNIZ (BE)",NA,2220,Wohnung,Wohnung,4.5,120,NA,NA,2023-04-26,47998755,NA
1128,3098,1313,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 1½ ZI-WOHNUNG IN BERN - ELFENAU/BRUNNADE",NA,1313,Wohnung,Wohnung,1.5,35,NA,NA,2023-04-26,47998754,NA
1129,3006,1500,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,MÖBLIERT: STUDIO IN BOLLIGEN (BE),NA,1500,Wohnung,Wohnung,1,25,NA,NA,2023-04-26,47998752,NA
1130,3065,2250,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"MÖBLIERT, TEMPORÄR: 4½ ZI-WOHNUNG IN LYSS (BE)",NA,2250,Wohnung,Wohnung,4.5,100,NA,NA,2023-04-26,47998751,NA
1131,3250,1090,"schöne Küche. WC mit Duschkabine, Waschmaschine mit Tumbler in Waschküche vorhanden. Mitbenützung Garten,Kellerabteil und grossen Balkon mit Traumhafter Aussicht in die Berge.",Bern,schöne 3 1/2 Zimmer Wohnung zu vermieten,NA,1090,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-26,47998696,NA
1132,2542,1445,Per sofort oder nach Vereinbarung vermieten wir an zentraler Lage diese grosszügige 2.5 -Zimmerwohnung im 4. Obergeschoss. Die Wohnung besticht mit folgenden Vorzügen:,Bern,Wohnen in unmittelbarer Stadtnähe,NA,1445,Wohnung,Wohnung,2.5,NA,NA,NA,2023-04-26,47998688,NA
1133,3008,1798,"3-Zimmer-Altbauwohnung mit neuerem Bad, kleiner Wohnküche, grossem Balkon, Parkett-Böden an zentraler und dennoch ruhige Lage.",Bern,"3014 Bern, 3-Zimmerwohnung mit Balkon und kl.Wohnküche",NA,1798,Wohnung,Wohnung,3,NA,NA,NA,2023-04-26,47998644,NA
1134,3014,1290,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,2.5-Zimmerwohnung im Kappelisackerquartier,NA,1290,Wohnung,Wohnung,2.5,55,NA,NA,2023-04-26,47998638,NA
1135,3063,1560,"Per 1. August 2023 vermieten wir eine helle,   4.5 Zimmerwohnung im ruhigen Dörfliquartier, im 1. Obergeschoss eines Mehrfamilienhauses. Das familienfreundliche Quartier liegt gut erschlossen an ruhiger Lage.",Bern,"4,5 Zi-Whg an ruhiger Lage in Münchenbuchsee",NA,1560,Wohnung,Wohnung,4.5,85,NA,NA,2023-04-26,47998626,NA
1136,3053,1955,Per 1. August 2023 oder nach Vereinbarung vermieten wir an der Bleienbachstrasse 4b in Lotzwil diese grosse 4½ Zimmer Dachgeschosswohnung.,Bern,"Grosszügige 4,5 Zimmer-Wohnung zu vermieten - Für Familien o",NA,1955,Wohnung,Wohnung,4.5,159,NA,NA,2023-04-27,47998614,NA
1137,4932,1600,"Per sofort oder nach Vereinbarung vermieten wir diese   2.5-Zimmer-Dachwohnung am Sennweg 19 im beliebten Länggassquartier:",Bern,2.5-Zimmer-Dachwohnung an bester Lage!,NA,1600,Wohnung,Wohnung,2.5,65,NA,NA,2023-04-26,47998595,NA
1138,3012,1600,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Modernes wohnen gewünscht?,NA,1600,Wohnung,Wohnung,3.5,87,NA,NA,2023-04-26,47998574,NA
1139,4922,1290,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Gemütliche Wohnung sucht Sie!,NA,1290,Wohnung,Wohnung,3,77,NA,NA,2023-04-26,47998571,NA
1140,4900,1840,"Ab 01.07.2023 oder nach Vereinbarung ist am Mattenweg 1 in Vinelz eine helle und moderne 4.5-Zimmer-Wohnung im EG zu vermieten. Die Wohnung verfügt über eine geräumige Küche mit Wohn- und Esszimmer, drei Schlafzimmer, zwei Badezimmer wovon eines ein ensuit Badezimmer ist. Die Waschküche steht zur gemeinsamen Nutzung zu Verfügung. Zudem gehört zu der Wohnung einen Keller.",Bern,Moderne 4.5-Zimmer-Wohnung,NA,1840,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-26,47998525,NA
1141,3234,1450,Wir vermieten per 01. Juli 2023 oder nach Vereinbarung diese schöne 2.5-Zimmerwohnungen im 2. OG am Baumgartenweg 10 in Leissigen.,Bern,Moderne 2.5-Zimmerwohnung in Leissigen,NA,1450,Wohnung,Wohnung,2.5,74,NA,NA,2023-04-26,47998406,NA
1142,3706,1700,In der Überbauung Holligen Schlossmatte-Ost vermieten wir per 1. Juli 2023 oder nach vereinbarung eine topmoderne 2.5-Zimmerwohnung im Erdgeschoss.,Bern,Moderne 2.5-Zimmerwohnung in Bern,NA,1700,Wohnung,Wohnung,2.5,60,NA,NA,2023-04-26,47998405,NA
1143,3008,990,"Grosse, schöne und sonnige Wohnung per 01.06.2023 oder nach Vereinbarung:",Bern,Schöne Wohnung an zentraler Lage,NA,990,Wohnung,Wohnung,1.5,50,NA,NA,2023-04-26,47998359,NA
1144,3072,1650,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,GROSSZÜGIG UND ZENTRAL,NA,1650,Wohnung,Wohnung,3.5,105,NA,NA,2023-04-26,47998322,NA
1145,2502,1480,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"SONNIG UND GEMÜTLICH, MIT WEITSICHT",NA,1480,Wohnung,Wohnung,2.5,85,NA,NA,2023-04-26,47998294,NA
1146,3293,3990,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"GROSSZÜGIG UND AN IDEALER LAGE, MIT SEESICHT",NA,3990,Wohnung,Wohnung,6.5,150,NA,NA,2023-04-26,47998277,NA
1147,3704,1700,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"GEMÜTLICH, MIT AUSSICHT UND GARTENANTEIL",NA,1700,Wohnung,Wohnung,3.5,95,NA,NA,2023-04-28,47998222,NA
1148,3076,1150,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,MODERNE OASE,NA,1150,Wohnung,Wohnung,2.5,52,NA,NA,2023-04-26,47998212,NA
1149,4900,1695,"Mitten im Dorfkern, nähe ÖV, Einkaufsmöglichkeiten, Schulen.  Ruhig gelegen.  2. OG (ohne Lift)  Parkplätze können nicht angeboten werden ( Blaue Zone / Dauerparkkarte Gemeinde Münchenbuchsee)  Auch geeignet als WG",Bern,per 1. Mai oder nach Vereinbarung,NA,1695,Wohnung,Wohnung,4.5,100,NA,NA,2023-04-26,47998150,NA
1150,3053,1560,"5-Gehminuten zu Einkaufsmöglichkeiten wie Migros, Coop, Denner, Drogerie und viele mehr. Der Bahnhof ist ebenfalls zu Fuss im 5 Minuten erreichbar.",Bern,Nachmieter gesucht,NA,1560,Wohnung,Wohnung,3.5,71,NA,NA,2023-04-26,47998147,NA
1151,3661,1400,"""3 MOIS DE LOYER OFFERTS - Appartement de 4.5 pièces"" 3 MOIS DE LOYER OFFERTS",Bern,*3 MOIS DE LOYER OFFERTS* Superbe 4.5 pièces rénové,NA,1400,Wohnung,Wohnung,4.5,76,NA,NA,2023-04-26,47998093,NA
1152,2610,1290,Bel appartement rénové de 4.5 pièces en duplex,Bern,Bel appartement de 4.5 pièces,NA,1290,Wohnung,Wohnung,4.5,71,NA,NA,2023-04-26,47998083,NA
1153,2610,955,Kleine gemütliche 2 Zimmerwohnung in Ehemaligem umgebautem Schulhaus Riedtwil.,Bern,2 Zimmerwohnung,NA,955,Wohnung,Wohnung,2,40,NA,NA,2023-04-26,47998053,NA
1154,3475,1800,"Grosszügige 4½ -Zimmer Altbauwohnung im 2.OG zu vermieten, welche im Jahr 2013 komplett renoviert wurde.",Bern,Renovierte 4½ -Zimmer Altbauwohnung,NA,1800,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-26,47998052,NA
1155,4900,1310,Wir vermieten an der Brachmattstrasse 6 in Brügg moderne 3.5-Zi-Wohnung mit Balkon im 3. Obergeschoss:,Bern,Brügg: moderne 3.5-Zi-Wohnung mit Balkon,NA,1310,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-26,47998034,NA
1157,2502,1895,Wir vermieten ab April 2023 neu sanierte 3.5-Zi-Duplex-Wohnung in Alfermée / Nous louons dès avril 2023 un appartement 3.5 pièces duplex à Alfermée:,Bern,Alfermée: 3.5-Zi-Wohnung mit Garten und Seesicht,NA,1895,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-26,47998031,NA
1158,2512,1980,Nach Vereinbarung vermieten wir an ruhiger und familienfreundlicher Lage in Aegerten eine neu erstellte,Bern,Aegerten: Moderne 4.5-Zimmer-Neubauwohnung,NA,1980,Wohnung,Wohnung,4.5,NA,NA,NA,2023-04-26,47998030,NA
1159,2558,1170,Ab sofort oder nach Vereinbarung vermieten wir an der Waffengasse 18 in Biel einen,Bern,Gewerbe-/Hobbyraum im Stadtzentrum 5 Min. vom Bahnhof entfer,NA,1170,Wohnung,Wohnung,1,NA,NA,NA,2023-04-26,47998029,NA
1160,2502,1130,"Ab 1. August 2023 oder nach Vereinbarung vermieten wir an zentraler Lage, nur wenige Gehminuten vom Bahnhof entfernt eine grosse und helle",Bern,Grosse und helle 2.5-Zimmerwohnung im Stadtzentrum,NA,1130,Wohnung,Wohnung,2.5,NA,NA,NA,2023-04-26,47998028,NA
1161,2502,1330,Ab Juli 2023 oder nach Vereinbarung vermieten wir nur wenige Gehminuten vom Bahnhof entfernt eine grosse,Bern,Grosse 3.5-Zimmerwohnung im Stadtzentrum,NA,1330,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-26,47998027,NA
1162,2502,1765,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Familienwohnung zu vermieten!,NA,1765,Wohnung,Wohnung,5.5,NA,NA,NA,2023-04-26,47997999,NA
1163,4900,1410,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Sonnige 3.5-Zimmer-Wohnung mit Balkon,NA,1410,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-26,47997965,NA
1164,3063,2790,PerNach Vereinbarung können Sie in diese charmante 4-Zimmer-Altbauwohnung im Schosshaldenquartier einziehen.,Bern,schöne 4-Zimmer-Altbauwohnung in der Schosshalde,NA,2790,Wohnung,Wohnung,4,105,NA,NA,2023-04-26,47997960,NA
1165,3006,1330,"An ruhiger Lage, mit fantastischem Ausblick ins Grüne, vermieten wir per sofort oder nach Vereinbarung diese schöne 3.5-Zimmer-Dachwohnung. Die Wohnung bietet weitere Vorzüge wie:",Bern,Ziehen Sie in eine schmucke 3 1/2- Zimmer-Dachwohnung ein!,NA,1330,Wohnung,Wohnung,3.5,NA,NA,NA,2023-04-26,47997958,NA
1166,3144,1616,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"140 Quadratmeter Loftwohnung, 3. Stock",NA,1616,Wohnung,Attikawohnung,NA,140,NA,NA,2023-04-26,47997957,NA
1167,3672,1500,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"3 1/2-Zimmerwohnung, 2. Stock links",NA,1500,Wohnung,Wohnung,3.5,60,NA,NA,2023-04-26,47997952,NA
1168,3006,1230,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"2 1/2-Zimmerwohnung, Parterre rechts",NA,1230,Wohnung,Wohnung,2.5,54,NA,NA,2023-04-26,47997950,NA
1169,3097,2290,"Im Herzen von Krauchthal geniessen Sie Ihre Freizeit beim Wandern, Biken, Joggen oder Entspannen auf Ihrer sonnigen 38m2 Terrasse. Den ÖV erreichen Sie in einer Minute zu Fuss und Ihren täglichen Einkauf erledigen Sie im Volg/Post im Dorf. Die gut besonnte und renovierte Wohnung im Zweifamilien-haus mit Blick ins Grüne bietet Ihnen:",Bern,Sonnige grosszügige 5 Zimmer Maisonettewohnung,NA,2290,Wohnung,Maisonette / Duplex,5,182,NA,NA,2023-04-26,47997937,NA
1170,3326,1015,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,Renovierte 2.5- Zimmerwohnung,NA,1015,Wohnung,Wohnung,2.5,NA,NA,NA,2023-04-29,47997934,NA
1172,4923,1600,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,MODERN MIT ZWEI GROSSEN BALKONE!,NA,1600,Wohnung,Wohnung,4.5,94,NA,NA,2023-04-26,47997910,NA
1173,3360,1400,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,3.5 Zimmer Dachwohnung zu vermieten,NA,1400,Wohnung,Wohnung,3.5,85,NA,NA,2023-04-26,47997882,NA
1174,3271,1780,"Schöne Dachwohnung an bester Umgebung, ruhig, mit Sicht auf Parlament und Aare. Garage kann dazu gemietet werden. Wohnung kann so als möbliert übernommen werden oder auch nicht. Möbeln sind top Qualität aus Pfister Möbeln.",Bern,"Schmuckstück nahe Marzili/Dälhölzli (Garage, mit/ohne Möbeln",NA,1780,Wohnung,Wohnung,2.5,71,NA,NA,2023-04-28,47997851,NA
1175,3007,1590,Hie isch eues neue deheime!,Bern,Attraktive 3-Zimmerwohnung im Mattenhofquartier,NA,1590,Wohnung,Wohnung,3,NA,NA,NA,2023-04-26,47997729,NA
1176,3007,2790,Ein einzigartiges Mietobjekt mit interessantem Grundriss und wunderschönen marokkanischen Pinar-Miro Bodenplatten.,Bern,Ein Unikat mit marokkanischen Bodenplatten,NA,2790,Wohnung,Wohnung,3.5,124,NA,NA,2023-04-26,47997728,NA
1177,3066,1310,"An zentraler Lage in Huttwil vermieten wir sofort oder nach Vereinbarung diese geräumige 4-Zimmer Dachwohnung.  Ihre Vorteile als Mieter:in dieser Wohnung im Überblick:",Bern,Attraktive 4-Zimmer-Wohnung nahe Zentrum und Bahnhof,NA,1310,Wohnung,Wohnung,4,NA,NA,NA,2023-04-26,47997727,NA
1178,4950,1500,Das vollständige Inserat mit den Kontaktangaben sehen Sie bei immoscout24.ch,Bern,"Zu vermieten 4 Zimmerwohnung Staldenrain, Biembach",NA,1500,Wohnung,Wohnung,4,NA,NA,NA,2023-04-26,47997634,NA
1179,3419,1190,"Am Bahnhof in Müntschemier schöne, helle 2-Zimmer-Wohnung als Wohnung oder Büro zu vermieten. Die Wohnung hat eine offene Küche, Plattenboden und das Badezimmer hat eine Dusche.",Bern,schöne helle Wohnung am Bahnhof,NA,1190,Wohnung,Wohnung,2,NA,NA,NA,2023-04-26,47997629,NA
